reference_entry,displayid,item_level,quality
24087,39125,109,3
24088,39127,101,3
24091,43136,85,3
24096,38544,85,3
24103,36767,8,1
24107,36997,10,2
24111,36771,10,2
24113,28013,10,2
24118,9847,32,2
24137,36780,86,3
24138,11247,12,2
24150,38813,85,3
24222,30724,57,3
24227,36906,5,1
24250,38922,112,3
24253,38973,112,3
24256,38974,105,4
24259,38976,105,4
24342,28633,13,2
24346,37046,18,2
24347,37047,18,2
24348,37048,18,2
24349,23608,20,2
24351,37049,20,2
24352,37050,20,2
24354,37054,20,2
24359,42315,91,3
24360,43153,91,3
24361,43733,91,3
24364,43144,91,3
24365,43170,91,3
24366,43156,91,3
24376,39055,91,3
24379,38548,91,3
24381,39059,91,3
24384,38827,88,3
24386,36578,88,3
24387,43134,88,3
24388,43159,88,3
24390,38837,88,3
24392,43188,88,3
24393,40042,88,3
24394,40900,88,3
24395,43189,88,3
24397,43183,88,3
24398,43169,88,3
24413,43198,94,3
24436,37197,7,1
24438,37199,11,2
24440,37200,11,2
24450,43190,94,3
24451,43152,94,3
24452,43176,94,3
24454,39075,94,3
24455,43177,94,3
24457,43199,94,3
24458,43143,94,3
24460,38555,94,3
24461,43200,94,3
24465,43154,94,3
24481,43191,94,3
24575,37970,81,2
24582,39623,81,2
24590,40700,84,2
24592,40702,84,2
24593,40703,84,2
24596,40701,84,2
24597,38064,87,2
24598,40706,87,2
24600,40704,87,2
24601,19990,87,2
24604,40709,87,2
24608,38441,90,2
24611,9999,90,2
24612,16790,90,2
24613,38736,93,2
24614,38737,93,2
24617,44718,93,2
24618,38739,93,2
24619,38741,93,2
24622,39008,96,2
24627,39011,96,2
24633,39091,99,2
24635,39094,99,2
24638,39334,102,2
24640,39335,102,2
24643,39338,102,2
24645,39395,105,2
24647,39976,105,2
24648,39398,105,2
24650,39399,105,2
24652,39397,105,2
24656,14404,108,2
24658,39507,108,2
24659,39510,108,2
24663,39781,111,2
24666,39780,111,2
24667,39782,111,2
24671,39885,114,2
24679,39977,117,2
24681,44265,117,2
24693,40154,81,2
24695,40718,81,2
24697,41852,81,2
24703,40727,84,2
24711,38352,87,2
24714,38356,87,2
24715,38355,87,2
24716,38350,87,2
24717,38415,90,2
24718,38416,90,2
24726,38657,93,2
24727,38663,93,2
24728,38661,93,2
24732,38654,93,2
24734,38857,96,2
24735,38856,96,2
24738,38860,96,2
24741,39096,99,2
24745,39098,99,2
24749,39319,102,2
24754,39321,102,2
24760,14583,105,2
24763,39470,105,2
24766,39496,108,2
24778,39738,111,2
24787,39898,114,2
24788,39900,114,2
24807,40734,81,2
24808,40731,81,2
24809,40732,81,2
24810,40733,81,2
24813,40730,81,2
24814,40745,84,2
24815,40741,84,2
24817,40740,84,2
24820,40744,84,2
24821,40738,84,2
24823,42107,87,2
24825,42106,87,2
24827,42108,87,2
24830,49703,90,2
24831,38627,90,2
24834,38628,90,2
24835,38629,90,2
24836,38630,90,2
24840,16725,93,2
24841,38844,93,2
24844,38848,93,2
24846,38873,96,2
24847,38868,96,2
24849,38867,96,2
24855,40252,99,2
24857,40254,99,2
24860,40257,99,2
24865,39306,102,2
24867,39307,102,2
24880,39514,108,2
24886,39786,111,2
24887,39789,111,2
24888,39788,111,2
24892,39794,111,2
24896,39979,114,2
24898,39986,114,2
24899,39982,114,2
24901,39988,114,2
24902,39809,117,2
24903,39812,117,2
24904,39810,117,2
24905,39814,117,2
24906,42461,117,2
24911,40183,120,2
24914,42462,120,2
24915,39171,120,2
24919,40758,81,2
24921,40747,81,2
24922,42214,81,2
24923,40756,81,2
24924,40757,81,2
24925,40759,81,2
24926,40761,84,2
24927,40765,84,2
24930,44883,84,2
24931,40764,84,2
24933,40766,84,2
24936,40769,87,2
24937,40770,87,2
24939,40772,87,2
24940,40773,87,2
24942,38357,90,2
24946,45182,90,2
24947,38362,90,2
24948,40303,90,2
24949,38358,90,2
24951,49767,93,2
24952,49764,93,2
24953,49765,93,2
24955,49766,93,2
24958,44274,96,2
24959,44277,96,2
24960,44273,96,2
24961,44275,96,2
24962,44278,96,2
24965,44272,96,2
24966,39803,99,2
24967,39805,99,2
24968,39800,99,2
24969,39804,99,2
24970,42215,99,2
24971,39807,99,2
24972,39802,99,2
24973,39801,99,2
24974,44280,102,2
24976,39377,102,2
24978,39386,102,2
24979,39385,102,2
24982,39410,105,2
24983,39414,105,2
24990,39612,108,2
24995,39617,108,2
24996,39620,108,2
24999,39646,111,2
25000,39641,111,2
25001,39644,111,2
25003,39647,111,2
25004,39651,111,2
25005,39648,111,2
25008,39865,114,2
25009,39866,114,2
25010,39873,114,2
25011,39870,114,2
25012,39867,114,2
25013,39871,114,2
25014,44334,117,2
25015,44340,117,2
25016,40688,117,2
25018,48246,117,2
25020,44335,117,2
25021,39170,117,2
25022,44346,120,2
25026,42390,120,2
25027,44347,120,2
25030,40775,81,2
25031,40776,84,2
25032,40777,87,2
25033,38589,90,2
25034,38665,93,2
25037,39391,102,2
25060,38348,87,2
25062,38809,93,2
25063,39000,96,2
25064,39023,99,2
25065,39390,102,2
25069,39877,114,2
25105,38853,96,2
25106,39029,99,2
25111,39892,114,2
25112,40182,117,2
25116,40791,87,2
25117,38418,90,2
25124,39750,111,2
25136,39408,105,2
25137,39527,108,2
25138,39633,111,2
25140,40824,117,2
25141,41952,120,2
25142,40794,81,2
25148,39025,99,2
25152,39752,111,2
25153,39890,114,2
25154,41950,117,2
25155,40686,120,2
25157,44329,84,2
25161,38864,96,2
25163,39329,102,2
25165,39491,108,2
25169,44330,120,2
25170,40799,81,2
25171,39172,84,2
25172,38347,87,2
25174,38713,93,2
25176,39105,99,2
25179,5111,108,2
25181,39987,114,2
25186,40803,87,2
25202,38723,93,2
25203,38997,96,2
25207,39608,108,2
25214,40296,87,2
25222,39749,111,2
25224,40938,117,2
25227,40808,84,2
25230,38742,93,2
25237,39894,114,2
25238,40401,117,2
25246,39040,99,2
25255,42482,84,2
25262,39434,105,2
25264,39773,111,2
25265,39864,114,2
25283,40816,84,2
25286,40146,93,2
25287,40139,96,2
25299,38601,90,2
25305,39530,108,2
25306,39769,111,2
25309,40158,120,2
25311,39427,84,2
25312,38346,87,2
25319,39611,108,2
25321,39875,114,2
25326,38345,87,2
25328,38666,93,2
25332,39429,105,2
25337,44331,120,2
25438,6539,18,2
25464,37410,27,3
25480,37437,93,2
25481,37444,93,2
25484,39682,93,2
25485,39681,93,2
25486,37433,93,2
25488,37430,93,2
25489,37429,93,2
25503,37446,90,2
25504,37447,90,2
25507,37449,93,2
25510,37451,93,2
25512,37454,93,2
25513,41854,93,2
25516,37459,87,2
25518,37460,93,2
25524,37473,93,2
25525,37474,96,2
25530,44327,96,2
25540,40130,94,3
25557,37491,102,2
25558,37492,102,2
25567,37500,105,2
25574,23711,105,2
25580,37508,105,2
25592,37535,105,2
25595,37537,105,2
25599,37544,90,2
25605,37547,97,3
25628,37552,102,2
25634,3026,105,2
25636,37556,105,2
25640,44594,103,3
25654,38982,84,2
25656,38980,99,2
25659,40164,108,2
25662,38985,84,2
25674,37606,93,2
25676,37604,105,2
25681,37619,112,3
25682,37617,112,3
25685,38992,106,3
25694,45371,106,3
25696,37775,114,3
25697,37647,114,3
25759,44606,103,3
25773,43642,100,3
25779,41951,105,2
25780,52783,105,2
25783,39103,93,2
25796,37800,114,2
25810,37805,109,3
25819,39288,103,3
25822,39286,103,3
25830,44876,123,4
25919,38098,93,2
25927,38101,99,2
25939,39208,97,3
25942,43146,97,3
25944,47478,97,3
25952,39228,97,3
25953,43202,97,3
25954,38560,97,3
25956,43141,97,3
25959,39485,96,2
25962,33534,97,3
25965,44372,96,2
25974,45177,96,2
25977,45179,96,2
25994,38129,87,2
25995,38127,87,2
25996,38130,87,2
26005,38266,16,2
26010,16821,14,2
26018,19029,11,2
26019,38267,16,2
26020,19030,12,2
26022,41379,13,2
26028,25864,13,2
26030,38268,16,2
26039,6864,15,2
26051,5226,11,2
26052,38269,16,2
26055,32335,100,3
26284,18422,0,0
27401,38260,12,2
27402,22929,17,2
27403,39743,12,2
27408,44873,100,3
27410,43184,100,3
27411,43185,100,3
27414,44407,100,3
27415,45101,100,3
27416,39365,100,3
27417,43181,103,3
27418,43193,103,3
27420,43147,103,3
27423,38794,103,3
27427,43205,103,3
27430,43206,103,3
27431,43207,103,3
27433,43186,103,3
27434,43209,103,3
27447,42865,115,3
27451,43084,115,3
27456,42953,115,3
27457,43639,115,3
27458,42927,115,3
27459,42832,115,3
27460,40034,115,3
27461,43015,115,3
27462,42896,115,3
27467,43017,115,3
27475,40830,115,3
27484,5563,115,3
27488,44409,115,3
27494,42885,115,3
27495,43085,115,3
27505,42867,115,3
27506,42997,115,3
27510,42568,115,3
27514,42945,115,3
27519,43086,112,3
27522,42908,115,3
27524,44954,112,3
27525,43087,112,3
27529,40039,115,3
27535,42355,115,3
27537,42446,115,3
27544,39639,115,3
27546,40035,115,3
27547,42987,115,3
27548,42862,115,3
27550,43089,115,3
27551,40036,115,3
27637,38261,100,3
27639,38286,100,3
27640,38263,16,2
27649,38276,100,3
27650,33041,100,3
27653,38285,100,3
27673,43090,115,3
27710,42171,123,4
27725,44422,93,2
27738,42372,115,3
27741,41771,115,3
27742,43026,115,3
27746,43025,115,3
27748,42859,115,3
27755,42868,115,3
27766,40038,115,3
27778,42447,115,3
27779,32087,115,3
27787,42946,112,3
27790,42860,112,3
27791,40836,112,3
27792,40040,112,3
27795,42897,115,3
27796,42443,115,3
27797,43066,115,3
27798,42869,115,3
27802,42573,115,3
27804,43094,115,3
27813,42835,115,3
27814,41884,115,3
27815,40043,115,3
27816,43027,115,3
27818,42969,115,3
27821,42902,115,3
27822,40044,115,3
27825,43020,115,3
27826,42933,115,3
27835,42936,115,3
27840,41777,115,3
27843,43078,115,3
27844,42872,115,3
27848,43024,115,3
27867,42950,115,3
27868,42561,112,3
27870,43037,115,3
27871,40047,115,3
27874,42582,115,3
27875,42578,115,3
27876,41778,115,3
27878,43096,115,3
27886,40048,112,3
27888,42889,112,3
27889,42985,112,3
27891,40049,112,3
27893,42871,112,3
27897,42863,112,3
27900,40051,112,3
27905,41781,115,3
27907,43076,115,3
27909,42572,115,3
27913,43097,115,3
27920,38571,91,3
27921,38572,91,3
27926,38556,91,3
27946,43099,115,3
27948,42448,115,3
27977,42363,115,3
27982,6484,50,1
27987,41791,112,3
27992,32073,5,1
28026,44599,96,2
28027,39689,96,2
28030,39271,97,3
28031,39277,97,3
28034,43101,112,3
28044,38674,90,2
28055,38359,85,3
28064,39635,93,2
28069,38711,91,3
28108,15853,97,3
28134,43423,112,3
28144,20476,12,2
28146,16918,10,2
28147,28045,10,2
28148,22685,10,2
28149,7560,11,2
28150,15248,13,2
28156,28056,17,2
28159,28046,17,2
28164,20087,15,2
28168,39210,103,3
28169,41972,103,3
28173,39666,103,3
28185,42980,112,3
28186,43011,112,3
28188,37290,115,3
28190,43103,115,3
28191,43075,115,3
28192,43057,115,3
28193,43759,115,3
28194,42939,115,3
28202,42456,115,3
28203,42352,115,3
28205,42359,115,3
28210,42212,115,3
28211,43104,115,3
28212,43028,115,3
28217,43105,115,3
28219,42892,115,3
28221,42864,115,3
28222,41784,115,3
28223,43108,115,3
28225,43040,115,3
28228,42579,115,3
28230,42574,115,3
28231,42567,115,3
28248,43109,115,3
28249,43110,115,3
28250,43004,115,3
28251,42961,115,3
28264,43069,115,3
28265,41448,115,3
28278,42370,115,3
28285,42353,115,3
28288,41449,115,3
28293,42069,115,3
28296,39650,115,3
28303,28682,21,2
28304,43005,115,3
28316,43239,115,3
28317,42984,115,3
28321,33808,115,3
28332,40626,123,4
28337,42873,115,3
28339,43071,115,3
28349,42571,115,3
28367,41789,115,3
28370,40413,115,3
28371,43115,115,3
28373,23119,115,3
28384,43059,115,3
28393,39847,115,3
28406,43082,115,3
28427,41389,136,4
28450,40630,123,4
28491,39368,94,3
28493,39706,94,3
28494,39709,94,3
28495,39700,99,2
28496,39701,99,2
28497,39705,99,2
28498,39708,99,2
28512,40497,115,4
28579,39888,115,4
28602,43469,115,4
28660,24160,115,4
28747,42329,115,4
28756,45871,115,4
28759,37311,100,3
28778,43524,125,4
28779,43522,125,4
28800,43531,125,4
28812,39032,115,3
28813,39033,115,3
28815,39035,115,3
28817,37308,115,3
28819,41223,115,3
28822,43535,125,4
28833,42199,115,3
28834,41249,115,3
28838,37895,115,3
28840,37897,115,3
28851,37299,115,3
28854,37301,115,3
28855,37302,115,3
28858,37310,115,3
28861,41229,115,3
28862,41230,115,3
28863,41933,115,3
28864,41231,115,3
28865,41232,115,3
28918,39261,115,3
28923,42073,115,3
28931,42077,115,3
28933,42071,115,3
28935,42078,115,3
28942,42081,115,3
28960,42084,115,3
28984,41275,113,4
29049,45819,120,4
29063,40478,120,4
29064,40651,120,4
29079,40645,120,4
29127,44551,115,3
29136,40329,115,3
29138,40904,115,3
29142,41949,115,3
29157,38541,36,3
29158,28830,40,3
29174,42481,115,3
29176,40901,105,4
29179,40386,115,3
29180,40387,115,3
29238,42606,110,4
29257,42600,110,4
29261,42584,110,4
29262,42585,110,4
29266,42622,110,4
29312,40537,97,3
29315,40539,97,3
29316,39080,103,3
29318,39223,103,3
29328,38542,97,3
29337,40585,100,3
29345,38787,97,3
29347,43125,110,4
29376,42609,110,4
29380,40614,108,2
29389,42614,110,4
29399,40650,93,2
29400,40648,93,2
29456,39310,94,3
29489,40988,112,3
29491,40990,112,3
29493,44267,112,3
29494,44268,112,3
29499,42857,112,3
29500,42858,112,3
29507,41024,105,4
29515,43455,120,4
29521,44102,115,4
29583,41179,20,2
29773,38338,111,2
29921,46088,128,4
29925,46126,128,4
29927,44579,81,2
29928,43932,81,2
29929,43928,81,2
29930,43927,81,2
29936,41518,81,2
29937,43923,81,2
29938,42396,81,2
29941,41525,81,2
29942,43920,81,2
29945,41532,81,2
29946,19769,81,2
29954,41548,108,2
29955,41549,108,2
29959,41550,108,2
29964,41569,52,3
29965,42699,128,4
29969,42995,108,2
29971,41605,52,3
29975,41583,100,3
29978,41828,114,2
29994,46125,138,4
29996,41873,141,4
29998,46076,138,4
29999,41830,108,2
30002,41829,108,2
30014,41838,106,3
30024,46120,128,4
30031,45920,128,4
30039,45915,128,4
30045,46091,128,4
30056,46130,128,4
30057,42650,128,4
30069,41604,52,3
30070,41607,52,3
30074,41616,100,3
30076,41617,100,3
30086,44893,100,3
30088,41631,100,3
30089,41635,100,3
30092,45909,128,4
30093,41638,100,3
30095,42188,134,4
30098,43597,128,4
30099,43599,128,4
30108,47438,141,4
30112,46079,138,4
30114,42299,133,4
30123,42306,133,4
30124,42307,133,4
30127,42310,133,4
30145,45016,133,4
30148,45019,133,4
30150,42290,133,4
30154,42294,133,4
30164,43613,133,4
30167,43618,133,4
30207,42643,133,4
30214,42313,133,4
30226,41779,108,2
30254,41836,114,2
30256,31910,109,3
30258,41800,109,3
30263,41803,108,2
30266,41806,111,2
30271,41811,111,2
30272,42515,111,2
30274,41814,108,2
30285,41818,111,2
30286,41819,111,2
30290,13206,111,2
30293,41858,111,2
30295,41860,108,2
30296,41861,108,2
30300,41916,109,3
30312,41872,175,5
30334,41920,114,2
30336,41926,114,2
30337,41928,114,2
30339,2854,114,2
30340,41936,114,2
30362,15550,108,2
30364,41974,108,2
30379,41967,114,2
30380,26158,114,2
30386,41968,108,2
30398,42519,111,2
30420,9842,29,2
30422,31906,53,2
30460,42102,110,3
30461,42101,110,3
30465,42110,106,3
30486,45972,136,4
30488,47593,136,4
30490,45970,136,4
30505,14739,19,2
30516,43150,108,2
30517,15823,114,2
30570,42336,114,2
30680,41483,115,4
30696,38758,52,3
30709,42681,115,3
30779,42784,115,4
30804,31800,23,3
30836,42917,115,3
30837,42942,112,3
30856,43000,84,2
30885,45737,141,4
30892,45735,141,4
30896,45222,141,4
30897,48291,141,4
30902,45776,151,4
30916,45219,141,4
30918,45346,141,4
30925,43346,109,3
30927,43217,114,2
30928,43218,111,2
30930,43220,114,2
30931,43221,114,2
30933,43222,109,3
30936,38516,114,2
30941,43231,111,2
30942,44550,114,2
30944,43233,109,3
30945,43236,114,2
30946,43237,111,2
30947,43241,111,2
30950,43247,111,2
30953,43252,114,2
30955,44732,111,2
30957,43260,114,2
30959,43272,114,2
30960,43274,111,2
30961,43277,114,2
30966,43283,111,2
30967,43349,109,3
30968,43287,114,2
30975,45658,146,4
30977,45660,146,4
30982,45685,146,4
31016,45668,146,4
31029,45428,146,4
31033,43318,106,3
31047,45667,146,4
31063,45770,146,4
31065,44979,146,4
31072,43384,109,3
31075,43332,109,3
31078,43340,109,3
31080,43360,105,2
31107,43516,109,3
31111,31135,114,2
31115,43490,114,2
31125,43043,85,3
31131,43065,85,3
31133,21963,85,3
31136,43140,88,3
31137,43640,88,3
31138,43045,88,3
31140,42907,88,3
31145,43653,91,3
31149,43073,91,3
31151,42848,94,3
31153,43655,94,3
31158,43667,109,3
31162,43668,109,3
31163,43672,103,3
31172,43681,82,3
31173,30438,94,3
31176,43684,91,3
31177,43686,91,3
31178,40413,94,3
31180,41964,97,3
31183,43695,85,3
31185,27293,85,3
31188,43699,94,3
31195,43702,103,3
31197,43703,103,3
31198,43704,103,3
31201,43705,103,3
31203,43706,103,3
31204,43708,100,3
31209,43713,109,3
31213,43715,109,3
31217,43719,109,3
31220,43724,109,3
31221,43725,103,3
31223,43726,103,3
31224,43727,103,3
31225,33328,103,3
31227,43730,91,3
31228,43729,91,3
31229,43731,91,3
31230,43718,100,3
31231,43732,91,3
31232,43734,91,3
31233,43735,91,3
31234,43736,103,3
31237,43738,103,3
31240,42842,103,3
31242,43740,88,3
31243,43741,88,3
31246,39886,88,3
31247,43743,88,3
31248,43744,88,3
31250,43747,88,3
31258,43120,103,3
31263,44432,18,2
31270,43774,18,2
31272,43761,103,3
31299,43830,115,3
31308,43817,115,3
31314,43823,108,2
31315,43824,108,2
31326,43837,100,4
31329,42615,100,4
31335,42314,100,4
31341,43867,108,2
31382,39124,109,3
31383,39126,109,3
31417,43954,109,3
31419,43989,102,2
31421,43992,102,2
31422,43994,102,2
31425,43997,102,2
31438,44004,105,2
31442,43972,105,2
31443,44006,105,2
31445,44007,105,2
31452,44016,105,2
31454,43982,105,2
31455,44019,105,2
31456,43984,108,2
31458,44022,108,2
31462,44028,115,3
31464,44027,115,3
31472,44121,102,2
31473,44122,102,2
31477,44112,102,2
31479,44113,102,2
31480,44111,102,2
31483,44325,102,2
31486,44105,102,2
31488,44106,102,2
31508,32924,108,2
31510,44124,105,2
31513,44126,105,2
31519,44128,108,2
31520,44131,108,2
31521,44123,105,2
31526,44086,108,2
31531,44066,108,2
31533,44068,108,2
31540,44072,105,2
31547,44077,109,3
31548,44078,109,3
31552,30588,115,3
31555,44167,115,3
31556,44161,115,3
31558,44168,115,3
31560,44881,115,3
31562,44178,115,3
31563,44192,115,3
31565,44187,109,3
31566,44186,115,3
31570,44199,115,3
31571,44208,115,3
31574,44207,115,3
31575,44201,115,3
31579,44224,115,3
31580,44215,115,3
31615,44237,102,2
31617,30696,102,2
31658,44254,90,2
31659,44255,90,2
31661,6739,96,2
31683,44304,108,2
31684,44305,108,2
31687,44307,108,2
31689,44312,108,2
31690,44313,108,2
31711,44322,105,2
31717,44557,88,3
31719,44556,88,3
31720,44555,88,3
31726,43701,94,3
31729,9865,99,2
31733,2708,99,2
31734,44369,99,2
31745,44375,115,3
31758,44418,94,3
31765,44424,99,2
31770,44451,96,2
31786,44484,90,2
31787,44447,90,2
31789,44483,90,2
31790,7570,108,2
31792,44458,108,2
31794,44479,99,2
31797,44482,99,2
31798,44485,99,2
31821,44546,102,2
31935,44633,109,3
31939,44630,109,3
31942,44634,115,3
31998,45958,136,4
32000,45960,136,4
32047,45953,136,4
32048,45954,136,4
32081,44703,110,4
32101,41221,105,4
32113,43573,105,4
32126,41216,105,4
32134,41198,105,4
32136,41201,105,4
32167,41186,105,4
32240,45721,141,4
32254,44960,141,4
32257,45315,141,4
32264,45731,141,4
32265,45730,141,4
32267,45918,128,4
32323,45886,141,4
32325,44962,141,4
32329,47433,141,4
32332,45350,141,4
32337,46490,141,4
32338,45705,141,4
32344,47434,141,4
32348,45492,141,4
32349,45351,141,4
32351,45288,141,4
32393,44829,130,4
32397,44836,130,4
32420,45480,130,4
32472,43889,127,4
32489,35130,141,4
32519,45263,141,4
32524,45476,151,4
32525,45702,151,4
32532,45029,115,3
32541,45050,105,4
32570,45413,141,4
32573,45407,141,4
32577,45403,141,4
32581,45773,141,4
32650,45159,115,3
32654,36540,115,3
32658,45197,115,3
32665,45191,115,3
32694,43551,70,2
32787,46064,136,4
32791,46049,136,4
32797,46052,136,4
32799,46062,136,4
32807,46065,136,4
32813,46043,126,4
32829,45475,109,3
32865,45503,114,2
32866,45505,114,2
32869,45506,114,2
32870,45507,114,2
33173,46324,115,3
33214,46789,132,4
33216,49359,128,4
33228,46430,36,2
33233,46435,40,2
33239,46438,40,2
33240,8712,39,2
33241,46439,40,2
33242,46440,40,2
33243,46441,39,2
33244,46442,39,2
33245,46443,36,2
33247,46444,36,2
33248,38664,37,2
33249,46445,37,2
33250,46446,37,2
33251,46447,39,2
33257,46452,36,2
33258,46463,40,2
33260,46455,39,2
33261,35076,39,2
33268,46458,38,2
33269,46459,37,2
33270,20214,38,2
33274,38651,37,2
33287,46803,128,4
33292,46514,1,3
33296,46805,128,4
33317,48222,128,4
33356,46983,128,4
33446,46989,128,4
33473,46998,133,4
33499,45362,141,4
33517,47024,128,4
33520,47027,128,4
33566,47050,128,4
33583,47060,128,4
33663,47742,146,4
33664,46880,146,4
33672,48262,146,4
33674,46944,146,4
33677,46871,146,4
33678,46872,146,4
33688,46900,146,4
33697,47759,146,4
33703,46938,146,4
33704,46939,146,4
33706,46891,146,4
33709,46895,146,4
33716,47744,146,4
33717,46932,146,4
33727,40368,146,4
33730,49686,146,4
33732,46865,146,4
33791,46839,11,2
33812,44735,146,4
33889,47416,141,4
33892,47403,146,4
33895,47419,146,4
33896,47420,146,4
33902,47423,146,4
34010,47249,141,4
34164,48078,154,4
34167,47988,159,4
34168,47990,159,4
34169,47975,159,4
34177,48511,154,4
34178,48507,154,4
34180,47991,159,4
34183,47996,154,4
34184,48509,154,4
34190,48869,154,4
34192,50016,159,4
34204,48512,154,4
34216,48016,159,4
34229,48013,159,4
34234,48018,159,4
34240,48905,159,4
34242,48871,164,4
34243,48022,164,4
34247,48023,164,4
34333,48024,164,4
34337,48030,164,4
34341,48032,164,4
34344,48306,164,4
34345,48033,164,4
34346,48038,154,4
34351,48039,154,4
34365,48921,159,4
34367,48920,159,4
34369,48912,159,4
34371,48916,159,4
34378,48926,159,4
34379,48928,159,4
34382,48045,159,4
34388,50015,159,4
34399,48384,159,4
34401,48057,159,4
34406,48387,164,4
34422,34708,50,3
34427,48503,154,4
34428,48506,154,4
34429,48505,154,4
34430,48504,154,4
34431,48313,154,4
34433,48314,154,4
34434,48321,154,4
34441,48347,154,4
34485,48355,154,4
34547,48361,154,4
34549,48353,154,4
34554,48352,154,4
34557,48354,154,4
34559,48366,154,4
34562,48367,154,4
34565,48370,154,4
34568,48372,154,4
34570,48364,154,4
34573,48362,154,4
34575,48369,154,4
34601,48174,115,4
34614,48175,125,4
34648,51496,60,2
34655,51501,60,2
34659,49738,60,2
34661,49742,60,3
34667,48061,115,3
34679,48071,115,4
34700,48201,115,3
34716,48228,1,1
34788,48252,115,3
34793,48256,115,3
34795,48257,115,3
34796,48258,115,3
34887,49005,141,4
34892,49114,146,4
34902,48452,141,4
34914,48468,141,4
34916,48467,141,4
34922,48470,141,4
34934,48492,141,4
34936,48494,141,4
34939,48496,141,4
34994,48609,159,4
35004,50005,159,4
35006,50009,159,4
35015,49137,154,4
35018,49138,154,4
35075,49393,154,4
35100,49959,159,4
35136,48672,159,4
35151,48671,159,4
35153,48683,159,4
35168,48684,154,4
35179,48690,154,4
35328,48717,115,3
35333,48726,115,3
35344,48734,115,3
35345,48735,115,3
35346,48736,115,3
35356,48745,115,3
35357,48746,115,3
35367,48752,115,3
35368,48753,115,3
35376,48759,115,3
35379,48762,115,3
35380,48763,115,3
35381,48756,115,3
35382,48757,115,3
35385,48765,115,3
35402,48792,115,3
35405,48795,115,3
35406,48796,115,3
35407,48797,115,3
35408,48798,115,3
35514,48878,110,4
35572,52529,155,3
35573,52436,155,3
35574,49353,155,3
35575,49354,155,3
35577,49358,155,3
35581,46155,112,3
35584,52337,179,3
35585,52336,179,3
35588,52338,179,3
35591,49369,179,3
35595,49373,159,3
35596,52210,159,3
35600,52211,159,3
35603,50507,159,3
35604,52213,159,3
35605,49378,159,3
35607,54506,167,3
35608,54507,167,3
35611,54508,167,3
35613,54509,167,3
35614,54510,167,3
35615,54511,167,3
35618,50599,171,3
35619,52335,171,3
35620,50602,171,3
35632,52216,171,3
35633,50604,171,3
35635,52217,171,3
35637,50609,171,3
35639,50615,171,3
35641,50618,171,3
35642,54988,175,3
35644,54996,175,3
35646,52344,175,3
35649,53207,175,3
35650,52363,175,3
35651,55003,175,3
35653,55004,175,3
35656,51712,163,3
35657,52222,163,3
35658,51713,163,3
35659,52223,163,3
35663,52221,163,3
35664,51717,163,3
35666,51719,163,3
35673,52351,183,3
35675,52353,183,3
35677,51529,183,3
35678,51532,183,3
35682,52362,183,3
35683,51458,183,3
35811,49202,138,2
35812,49203,138,2
35823,49206,138,2
35824,49221,138,2
35832,53642,138,2
35833,49264,138,2
35844,49474,138,2
35846,56328,138,2
35852,49207,138,2
35859,51040,138,2
35861,51072,138,2
35863,51035,138,2
35864,49263,138,2
35865,51454,138,2
35870,49227,138,2
35871,51045,138,2
35880,51038,138,2
35882,49505,138,2
35885,49255,138,2
35887,51088,138,2
35889,56355,138,2
35891,49510,138,2
35892,51235,138,2
35896,51044,138,2
35897,49230,138,2
35898,51062,138,2
35900,51050,138,2
35903,51093,138,2
35905,49247,138,2
35913,51043,138,2
35920,53048,138,2
35925,49229,138,2
35927,51076,138,2
35929,51042,138,2
35936,49267,138,2
35955,52069,130,2
35956,52104,130,2
35957,52219,130,2
35962,52071,130,2
35968,52123,134,2
35969,49538,134,2
35970,52122,134,2
36020,52112,162,2
36022,51837,162,2
36024,52106,162,2
36032,52114,166,2
36035,52110,170,2
36060,52073,182,2
36061,52220,182,2
36064,51781,182,2
36067,49257,130,2
36069,49790,130,2
36086,49912,138,2
36112,49852,150,2
36121,49849,154,2
36137,49898,162,2
36147,49924,170,2
36148,49978,170,2
36151,52517,170,2
36157,49922,174,2
36159,52518,174,2
36160,49929,174,2
36171,49926,182,2
36173,49923,182,2
36178,49983,182,2
36181,52128,130,2
36183,52496,130,2
36184,52155,130,2
36186,51075,130,2
36187,52145,134,2
36188,52146,134,2
36189,52147,134,2
36193,52151,134,2
36207,52498,142,2
36259,57612,170,2
36291,51653,130,2
36292,51657,130,2
36293,51652,130,2
36295,61307,130,2
36296,51658,130,2
36297,51951,130,2
36298,51654,130,2
36300,51131,134,2
36301,51660,134,2
36302,51661,134,2
36303,51207,134,2
36305,51949,134,2
36307,51676,138,2
36308,51669,138,2
36309,51665,138,2
36310,51668,138,2
36311,61308,138,2
36312,51671,138,2
36313,51950,138,2
36314,51672,138,2
36347,51948,158,2
36350,51645,158,2
36355,51953,162,2
36357,52048,162,2
36358,51954,162,2
36360,51955,162,2
36362,51897,162,2
36363,52043,166,2
36366,52042,166,2
36372,52052,170,2
36374,52050,170,2
36381,52053,174,2
36384,52056,174,2
36387,52063,178,2
36395,51771,182,2
36396,51775,182,2
36398,51772,182,2
36399,51773,182,2
36401,51770,182,2
36402,51776,182,2
36403,50050,130,2
36404,50051,134,2
36405,50052,138,2
36406,50053,142,2
36407,50054,146,2
36408,50055,150,2
36410,50057,158,2
36411,50058,162,2
36415,50061,178,2
