entry,name,required_level,item_level,quality,profile_id,map_id,difficulty_id,instance,destination,encounter,encounter_kind,encounter_name,pool_id,loot_mode,chance,quantity,item_level_min,item_level_max,target_count,target_entries,target_names,targets
280864,Scourged Rod of the Bone Throne,75,165,4,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000520,boss,Grand Magus Telestra,3570002,1,2.0,1,133,284,1,creature:26731,Grand Magus Telestra,creature:26731=Grand Magus Telestra
280865,Wildbound Circlet of the Dead Memory,18,24,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000431,boss,Taragaman the Hungerer,3160002,1,2.0,1,14,24,1,creature:11520,Taragaman the Hungerer,creature:11520=Taragaman the Hungerer
280866,The Stonehewn Legwraps,59,86,3,map_429_difficulty_0,429,0,DireMaul,dungeon,boss_000361,boss,Prince Tortheldrin,3180009,1,2.0,1,55,101,1,creature:11486,Prince Tortheldrin,creature:11486=Prince Tortheldrin
280867,Froststeel Waistband of Forgotten Depths,18,19,3,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280868,Gray Sandals of the Argent Vanguard,80,219,4,map_595_difficulty_1,595,1,StratholmeCOT,dungeon,trash,trash,Trash,3610000,2,2.0,1,174,284,6,creature:27729; creature:27731; creature:27734; creature:27736; creature:28201; creature:28249,Enraging Ghoul; Acolyte; Crypt Fiend; Patchwork Construct; Bile Golem; Devouring Ghoul,creature:27729=Enraging Ghoul; creature:27731=Acolyte; creature:27734=Crypt Fiend; creature:27736=Patchwork Construct; creature:28201=Bile Golem; creature:28249=Devouring Ghoul
280869,Gravebound Pendant of the Gundrak,36,38,3,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280870,Bonewarden's Warhammer,73,150,3,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000520,boss,Grand Magus Telestra,3570002,1,2.0,1,133,284,1,creature:26731,Grand Magus Telestra,creature:26731=Grand Magus Telestra
280871,The Steelforged Tunic,70,127,4,map_553_difficulty_1,553,1,TempestKeepAtrium,dungeon,boss_000511,boss,Warp Splinter,3410005,2,2.0,1,112,148,1,creature:17977,Warp Splinter,creature:17977=Warp Splinter
280872,Lightlord's Grips,49,50,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280874,Great Cape of Mount Hyjal,16,23,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280875,Wayfarer's Carrion Skullcap,54,61,2,map_309_difficulty_0,309,0,Zul'gurub,raid,boss_000784,boss,High Priest Venoxis,3130000,1,2.0,1,57,104,1,creature:14507,High Priest Venoxis,creature:14507=High Priest Venoxis
280876,Violet Keeper's Whispering Gorget,74,155,3,map_565_difficulty_0,565,0,GruulsLair,raid,boss_000650,boss,Gruul the Dragonkiller,3550002,1,2.0,1,140,155,1,creature:19044,Gruul the Dragonkiller,creature:19044=Gruul the Dragonkiller
280877,Witchlord's Gloves of the Star King,10,12,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280878,Light Chain Cord,10,16,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000430,boss,Oggleflint,3160000,1,2.0,1,14,24,1,creature:11517,Oggleflint,creature:11517=Oggleflint
280880,Fel Rend Walkers,80,200,3,map_595_difficulty_0,595,0,StratholmeCOT,dungeon,trash,trash,Trash,3600000,1,2.0,1,174,284,6,creature:27729; creature:27731; creature:27734; creature:27736; creature:28201; creature:28249,Enraging Ghoul; Acolyte; Crypt Fiend; Patchwork Construct; Bile Golem; Devouring Ghoul,creature:27729=Enraging Ghoul; creature:27731=Acolyte; creature:27734=Crypt Fiend; creature:27736=Patchwork Construct; creature:28201=Bile Golem; creature:28249=Devouring Ghoul
280881,Black Scream Handwraps,29,30,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280882,Bladeguard's Neckguard,30,37,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280883,Handwraps of the Old Road,63,101,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280884,Walkers of the Silent Road,24,25,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280885,"Diadem, Scarlet Sun",80,187,3,map_576_difficulty_1,576,1,Nexus70,dungeon,boss_000520,boss,Grand Magus Telestra,3580002,2,2.0,1,133,284,1,creature:26731,Grand Magus Telestra,creature:26731=Grand Magus Telestra
280886,The Umbral Vest,80,200,3,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000524,boss,Ormorok the Tree-Shaper,3570004,1,2.0,1,133,284,1,creature:26794,Ormorok the Tree-Shaper,creature:26794=Ormorok the Tree-Shaper
280887,Eternal Fang Waistwrap,25,27,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280888,Steel Wing Greatstaff,17,18,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000432,boss,Jergosh the Invoker,3160003,1,2.0,1,14,24,1,creature:11518,Jergosh the Invoker,creature:11518=Jergosh the Invoker
280889,"Shoulderpads, Moonfire Forge",24,29,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280890,Amulet of Blood Crown,32,34,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280891,Bleak Shoes of Hidden Vault,13,15,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000431,boss,Taragaman the Hungerer,3160002,1,2.0,1,14,24,1,creature:11520,Taragaman the Hungerer,creature:11520=Taragaman the Hungerer
280892,The Pitiless Mitts,18,21,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280893,Armbands of Rime Crown,59,83,2,map_289_difficulty_0,289,0,SchoolofNecromancy,dungeon,boss_000452,boss,Jandice Barov,3120000,1,2.0,1,58,101,1,creature:10503,Jandice Barov,creature:10503=Jandice Barov
280894,Grips of Moon Grove,17,18,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280895,Sash of Iron King,32,36,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280896,Shawl of the Frostguard,8,13,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
280897,Pitiless Cinch of Midnight Moon,50,55,2,map_429_difficulty_0,429,0,DireMaul,dungeon,boss_000363,boss,Stomper Kreeg,3180011,1,2.0,1,55,101,1,creature:14322,Stomper Kreeg,creature:14322=Stomper Kreeg
280899,Dragonkeeper's Murderous Longcloak,63,103,2,map_509_difficulty_0,509,0,AhnQiraj,raid,boss_000723,boss,Ossirian the Unscarred,3200006,1,2.0,1,56,104,1,creature:15339,Ossirian the Unscarred,creature:15339=Ossirian the Unscarred
280900,Ringlet of the Light Watch,37,44,2,map_349_difficulty_0,349,0,Mauradon,dungeon,boss_000424,boss,Lord Vyletongue,3150003,1,2.0,1,43,59,1,creature:12236,Lord Vyletongue,creature:12236=Lord Vyletongue
