reference_entry,displayid,item_level,quality,source,earliest_expansion
23931,36676,5,2,item_template.sql,Classic
24022,43149,85,3,item_template.sql,Classic
24046,43160,85,3,item_template.sql,Classic
24063,43167,85,3,item_template.sql,Classic
24069,39050,85,3,item_template.sql,Classic
24075,39129,93,2,item_template.sql,TBC
24078,39128,83,2,item_template.sql,TBC
24079,39121,112,3,item_template.sql,TBC
24082,39120,113,3,item_template.sql,TBC
24083,43182,85,3,item_template.sql,Classic
24087,39125,109,3,item_template.sql,TBC
24088,39127,101,3,item_template.sql,TBC
24091,43136,85,3,item_template.sql,Classic
24094,38823,85,3,item_template.sql,Classic
24107,36997,10,2,item_template.sql,Classic
24111,36771,10,2,item_template.sql,Classic
24113,28013,10,2,item_template.sql,Classic
24118,9847,32,2,item_template.sql,Classic
24137,36780,86,3,item_template.sql,Classic
24138,11247,12,2,item_template.sql,Classic
24150,38813,85,3,item_template.sql,Classic
24155,40357,85,3,item_template.sql,Classic
24251,38921,112,3,item_template.sql,TBC
24253,38973,112,3,item_template.sql,TBC
24254,36937,112,3,item_template.sql,TBC
24342,28633,13,2,item_template.sql,Classic
24347,37047,18,2,item_template.sql,Classic
24348,37048,18,2,item_template.sql,Classic
24349,23608,20,2,item_template.sql,Classic
24351,37049,20,2,item_template.sql,Classic
24352,37050,20,2,item_template.sql,Classic
24356,43194,91,3,item_template.sql,TBC
24362,43197,91,3,item_template.sql,TBC
24364,43144,91,3,item_template.sql,TBC
24366,43156,91,3,item_template.sql,TBC
24378,43195,91,3,item_template.sql,TBC
24379,38548,91,3,item_template.sql,TBC
24381,39059,91,3,item_template.sql,TBC
24384,38827,88,3,item_template.sql,TBC
24386,36578,88,3,item_template.sql,TBC
24389,41427,88,3,item_template.sql,TBC
24390,38837,88,3,item_template.sql,TBC
24391,43175,88,3,item_template.sql,TBC
24392,43188,88,3,item_template.sql,TBC
24393,40042,88,3,item_template.sql,TBC
24395,43189,88,3,item_template.sql,TBC
24396,43168,88,3,item_template.sql,TBC
24397,43183,88,3,item_template.sql,TBC
24413,43198,94,3,item_template.sql,TBC
24433,37057,10,1,item_template.sql,Classic
24438,37199,11,2,item_template.sql,Classic
24440,37200,11,2,item_template.sql,Classic
24441,37201,5,1,item_template.sql,Classic
24450,43190,94,3,item_template.sql,TBC
24451,43152,94,3,item_template.sql,TBC
24454,39075,94,3,item_template.sql,TBC
24455,43177,94,3,item_template.sql,TBC
24456,43138,94,3,item_template.sql,TBC
24457,43199,94,3,item_template.sql,TBC
24458,43143,94,3,item_template.sql,TBC
24460,38555,94,3,item_template.sql,TBC
24465,43154,94,3,item_template.sql,TBC
24481,43191,94,3,item_template.sql,TBC
24544,39539,123,4,item_template.sql,TBC
24554,41716,123,4,item_template.sql,TBC
24575,37970,81,2,item_template.sql,Classic
24582,39623,81,2,item_template.sql,Classic
24586,40692,81,2,item_template.sql,Classic
24590,40700,84,2,item_template.sql,Classic
24592,40702,84,2,item_template.sql,Classic
24594,40312,84,2,item_template.sql,Classic
24597,38064,87,2,item_template.sql,Classic
24598,40706,87,2,item_template.sql,Classic
24599,40708,87,2,item_template.sql,Classic
24601,19990,87,2,item_template.sql,Classic
24602,40707,87,2,item_template.sql,Classic
24604,40709,87,2,item_template.sql,Classic
24606,38437,90,2,item_template.sql,Classic
24608,38441,90,2,item_template.sql,Classic
24610,38442,90,2,item_template.sql,Classic
24612,16790,90,2,item_template.sql,Classic
24613,38736,93,2,item_template.sql,TBC
24615,38740,93,2,item_template.sql,TBC
24616,9555,93,2,item_template.sql,TBC
24617,44718,93,2,item_template.sql,TBC
24618,38739,93,2,item_template.sql,TBC
24619,38741,93,2,item_template.sql,TBC
24625,42386,96,2,item_template.sql,TBC
24626,39010,96,2,item_template.sql,TBC
24627,39011,96,2,item_template.sql,TBC
24632,39090,99,2,item_template.sql,TBC
24633,39091,99,2,item_template.sql,TBC
24636,39088,99,2,item_template.sql,TBC
24639,39337,102,2,item_template.sql,TBC
24640,39335,102,2,item_template.sql,TBC
24643,39338,102,2,item_template.sql,TBC
24645,39395,105,2,item_template.sql,TBC
24646,39396,105,2,item_template.sql,TBC
24647,39976,105,2,item_template.sql,TBC
24648,39398,105,2,item_template.sql,TBC
24649,39405,105,2,item_template.sql,TBC
24657,39511,108,2,item_template.sql,TBC
24658,39507,108,2,item_template.sql,TBC
24661,39778,111,2,item_template.sql,TBC
24664,39779,111,2,item_template.sql,TBC
24665,39783,111,2,item_template.sql,TBC
24666,39780,111,2,item_template.sql,TBC
24667,39782,111,2,item_template.sql,TBC
24669,39882,114,2,item_template.sql,TBC
24670,39883,114,2,item_template.sql,TBC
24672,39884,114,2,item_template.sql,TBC
24681,44265,117,2,item_template.sql,TBC
24699,38830,81,2,item_template.sql,Classic
24701,40724,84,2,item_template.sql,Classic
24702,40723,84,2,item_template.sql,Classic
24703,40727,84,2,item_template.sql,Classic
24705,42209,84,2,item_template.sql,Classic
24706,40728,84,2,item_template.sql,Classic
24707,40729,84,2,item_template.sql,Classic
24710,38351,87,2,item_template.sql,Classic
24711,38352,87,2,item_template.sql,Classic
24712,38354,87,2,item_template.sql,Classic
24713,39671,87,2,item_template.sql,Classic
24716,38350,87,2,item_template.sql,Classic
24718,38416,90,2,item_template.sql,Classic
24720,14383,90,2,item_template.sql,Classic
24721,44882,90,2,item_template.sql,Classic
24724,38414,90,2,item_template.sql,Classic
24725,38658,93,2,item_template.sql,TBC
24727,38663,93,2,item_template.sql,TBC
24732,38654,93,2,item_template.sql,TBC
24733,38862,96,2,item_template.sql,TBC
24735,38856,96,2,item_template.sql,TBC
24739,38861,96,2,item_template.sql,TBC
24745,39098,99,2,item_template.sql,TBC
24746,43404,99,2,item_template.sql,TBC
24748,39095,99,2,item_template.sql,TBC
24754,39321,102,2,item_template.sql,TBC
24758,39466,105,2,item_template.sql,TBC
24761,39471,105,2,item_template.sql,TBC
24766,39496,108,2,item_template.sql,TBC
24768,39493,108,2,item_template.sql,TBC
24769,45166,108,2,item_template.sql,TBC
24774,39737,111,2,item_template.sql,TBC
24779,26035,111,2,item_template.sql,TBC
24783,39896,114,2,item_template.sql,TBC
24785,39897,114,2,item_template.sql,TBC
24786,40149,114,2,item_template.sql,TBC
24787,39898,114,2,item_template.sql,TBC
24788,39900,114,2,item_template.sql,TBC
24790,16704,117,2,item_template.sql,TBC
24802,42460,120,2,item_template.sql,TBC
24806,40737,81,2,item_template.sql,Classic
24807,40734,81,2,item_template.sql,Classic
24808,40731,81,2,item_template.sql,Classic
24809,40732,81,2,item_template.sql,Classic
24812,40736,81,2,item_template.sql,Classic
24815,40741,84,2,item_template.sql,Classic
24817,40740,84,2,item_template.sql,Classic
24818,40742,84,2,item_template.sql,Classic
24819,40129,84,2,item_template.sql,Classic
24820,40744,84,2,item_template.sql,Classic
24825,42106,87,2,item_template.sql,Classic
24827,42108,87,2,item_template.sql,Classic
24828,42109,87,2,item_template.sql,Classic
24829,39787,87,2,item_template.sql,Classic
24830,49703,90,2,item_template.sql,Classic
24831,38627,90,2,item_template.sql,Classic
24833,38626,90,2,item_template.sql,Classic
24835,38629,90,2,item_template.sql,Classic
24837,38625,90,2,item_template.sql,Classic
24839,38845,93,2,item_template.sql,TBC
24840,16725,93,2,item_template.sql,TBC
24852,38872,96,2,item_template.sql,TBC
24855,40252,99,2,item_template.sql,TBC
24857,40254,99,2,item_template.sql,TBC
24858,40255,99,2,item_template.sql,TBC
24861,40258,99,2,item_template.sql,TBC
24864,39304,102,2,item_template.sql,TBC
24868,39308,102,2,item_template.sql,TBC
24870,39436,105,2,item_template.sql,TBC
24871,39442,105,2,item_template.sql,TBC
24883,39518,108,2,item_template.sql,TBC
24887,39789,111,2,item_template.sql,TBC
24889,39790,111,2,item_template.sql,TBC
24891,39792,111,2,item_template.sql,TBC
24894,39983,114,2,item_template.sql,TBC
24895,39980,114,2,item_template.sql,TBC
24896,39979,114,2,item_template.sql,TBC
24899,39982,114,2,item_template.sql,TBC
24900,39985,114,2,item_template.sql,TBC
24903,39812,117,2,item_template.sql,TBC
24906,42461,117,2,item_template.sql,TBC
24907,39704,117,2,item_template.sql,TBC
24911,40183,120,2,item_template.sql,TBC
24917,9894,120,2,item_template.sql,TBC
24919,40758,81,2,item_template.sql,Classic
24923,40756,81,2,item_template.sql,Classic
24924,40757,81,2,item_template.sql,Classic
24926,40761,84,2,item_template.sql,Classic
24927,40765,84,2,item_template.sql,Classic
24929,40763,84,2,item_template.sql,Classic
24933,40766,84,2,item_template.sql,Classic
24934,40767,87,2,item_template.sql,Classic
24936,40769,87,2,item_template.sql,Classic
24937,40770,87,2,item_template.sql,Classic
24939,40772,87,2,item_template.sql,Classic
24940,40773,87,2,item_template.sql,Classic
24941,40768,87,2,item_template.sql,Classic
24943,40352,90,2,item_template.sql,Classic
24945,38360,90,2,item_template.sql,Classic
24948,40303,90,2,item_template.sql,Classic
24950,39174,93,2,item_template.sql,TBC
24951,49767,93,2,item_template.sql,TBC
24952,49764,93,2,item_template.sql,TBC
24953,49765,93,2,item_template.sql,TBC
24954,44684,93,2,item_template.sql,TBC
24958,44274,96,2,item_template.sql,TBC
24960,44273,96,2,item_template.sql,TBC
24961,44275,96,2,item_template.sql,TBC
24963,44279,96,2,item_template.sql,TBC
24966,39803,99,2,item_template.sql,TBC
24970,42215,99,2,item_template.sql,TBC
24971,39807,99,2,item_template.sql,TBC
24972,39802,99,2,item_template.sql,TBC
24973,39801,99,2,item_template.sql,TBC
24974,44280,102,2,item_template.sql,TBC
24977,39382,102,2,item_template.sql,TBC
24978,39386,102,2,item_template.sql,TBC
24979,39385,102,2,item_template.sql,TBC
24982,39410,105,2,item_template.sql,TBC
24990,39612,108,2,item_template.sql,TBC
24991,39615,108,2,item_template.sql,TBC
24992,39613,108,2,item_template.sql,TBC
24994,44686,108,2,item_template.sql,TBC
24995,39617,108,2,item_template.sql,TBC
24996,39620,108,2,item_template.sql,TBC
24997,39618,108,2,item_template.sql,TBC
24998,39643,111,2,item_template.sql,TBC
24999,39646,111,2,item_template.sql,TBC
25000,39641,111,2,item_template.sql,TBC
25003,39647,111,2,item_template.sql,TBC
25004,39651,111,2,item_template.sql,TBC
25005,39648,111,2,item_template.sql,TBC
25006,39868,114,2,item_template.sql,TBC
25007,39869,114,2,item_template.sql,TBC
25008,39865,114,2,item_template.sql,TBC
25009,39866,114,2,item_template.sql,TBC
25010,39873,114,2,item_template.sql,TBC
25011,39870,114,2,item_template.sql,TBC
25012,39867,114,2,item_template.sql,TBC
25013,39871,114,2,item_template.sql,TBC
25014,44334,117,2,item_template.sql,TBC
25015,44340,117,2,item_template.sql,TBC
25016,40688,117,2,item_template.sql,TBC
25017,44336,117,2,item_template.sql,TBC
25020,44335,117,2,item_template.sql,TBC
25022,44346,120,2,item_template.sql,TBC
25023,44349,120,2,item_template.sql,TBC
25024,44341,120,2,item_template.sql,TBC
25025,44345,120,2,item_template.sql,TBC
25026,42390,120,2,item_template.sql,TBC
25027,44347,120,2,item_template.sql,TBC
25029,44348,120,2,item_template.sql,TBC
25030,40775,81,2,item_template.sql,Classic
25031,40776,84,2,item_template.sql,Classic
25032,40777,87,2,item_template.sql,Classic
25033,38589,90,2,item_template.sql,Classic
25034,38665,93,2,item_template.sql,TBC
25037,39391,102,2,item_template.sql,TBC
25060,38348,87,2,item_template.sql,Classic
25062,38809,93,2,item_template.sql,TBC
25063,39000,96,2,item_template.sql,TBC
25064,39023,99,2,item_template.sql,TBC
25065,39390,102,2,item_template.sql,TBC
25069,39877,114,2,item_template.sql,TBC
25073,40781,84,2,item_template.sql,Classic
25074,40782,87,2,item_template.sql,Classic
25076,38728,93,2,item_template.sql,TBC
25103,38457,90,2,item_template.sql,Classic
25104,38633,93,2,item_template.sql,TBC
25111,39892,114,2,item_template.sql,TBC
25117,38418,90,2,item_template.sql,Classic
25119,38854,96,2,item_template.sql,TBC
25120,39045,99,2,item_template.sql,TBC
25124,39750,111,2,item_template.sql,TBC
25127,40823,120,2,item_template.sql,TBC
25130,44768,87,2,item_template.sql,Classic
25131,38423,90,2,item_template.sql,Classic
25134,39255,99,2,item_template.sql,TBC
25135,39311,102,2,item_template.sql,TBC
25139,39861,114,2,item_template.sql,TBC
25141,41952,120,2,item_template.sql,TBC
25142,40794,81,2,item_template.sql,Classic
25146,38635,93,2,item_template.sql,TBC
25148,39025,99,2,item_template.sql,TBC
25158,40798,87,2,item_template.sql,Classic
25160,38735,93,2,item_template.sql,TBC
25168,40691,117,2,item_template.sql,TBC
25169,44330,120,2,item_template.sql,TBC
25170,40799,81,2,item_template.sql,Classic
25172,38347,87,2,item_template.sql,Classic
25174,38713,93,2,item_template.sql,TBC
25175,38995,96,2,item_template.sql,TBC
25178,4995,105,2,item_template.sql,TBC
25179,5111,108,2,item_template.sql,TBC
25181,39987,114,2,item_template.sql,TBC
25184,40801,81,2,item_template.sql,Classic
25198,40804,81,2,item_template.sql,Classic
25199,40805,84,2,item_template.sql,Classic
25206,39406,105,2,item_template.sql,TBC
25207,39608,108,2,item_template.sql,TBC
25210,40313,117,2,item_template.sql,TBC
25212,40295,81,2,item_template.sql,Classic
25214,40296,87,2,item_template.sql,Classic
25224,40938,117,2,item_template.sql,TBC
25225,40940,120,2,item_template.sql,TBC
25229,38461,90,2,item_template.sql,Classic
25237,39894,114,2,item_template.sql,TBC
25243,38632,90,2,item_template.sql,Classic
25247,39331,102,2,item_template.sql,TBC
25249,39607,108,2,item_template.sql,TBC
25261,39333,102,2,item_template.sql,TBC
25262,39434,105,2,item_template.sql,TBC
25265,39864,114,2,item_template.sql,TBC
25283,40816,84,2,item_template.sql,Classic
25284,40144,87,2,item_template.sql,Classic
25289,40155,102,2,item_template.sql,TBC
25293,40136,114,2,item_template.sql,TBC
25294,40156,117,2,item_template.sql,TBC
25297,40817,84,2,item_template.sql,Classic
25299,38601,90,2,item_template.sql,Classic
25301,39006,96,2,item_template.sql,TBC
25311,39427,84,2,item_template.sql,Classic
25312,38346,87,2,item_template.sql,Classic
25319,39611,108,2,item_template.sql,TBC
25329,34939,96,2,item_template.sql,TBC
25331,39392,102,2,item_template.sql,TBC
25332,39429,105,2,item_template.sql,TBC
25334,39753,111,2,item_template.sql,TBC
25337,44331,120,2,item_template.sql,TBC
25438,6539,18,2,item_template.sql,Classic
25439,29697,18,2,item_template.sql,Classic
25464,37410,27,3,item_template.sql,Classic
25478,37441,93,2,item_template.sql,Classic
25479,37440,93,2,item_template.sql,Classic
25480,37437,93,2,item_template.sql,Classic
25481,37444,93,2,item_template.sql,Classic
25483,37436,93,2,item_template.sql,Classic
25484,39682,93,2,item_template.sql,Classic
25485,39681,93,2,item_template.sql,Classic
25486,37433,93,2,item_template.sql,Classic
25488,37430,93,2,item_template.sql,Classic
25489,37429,93,2,item_template.sql,Classic
25503,37446,90,2,item_template.sql,Classic
25504,37447,90,2,item_template.sql,Classic
25508,37450,93,2,item_template.sql,Classic
25510,37451,93,2,item_template.sql,Classic
25512,37454,93,2,item_template.sql,Classic
25513,41854,93,2,item_template.sql,Classic
25515,37457,87,2,item_template.sql,Classic
25516,37459,87,2,item_template.sql,Classic
25518,37460,93,2,item_template.sql,Classic
25524,37473,93,2,item_template.sql,Classic
25525,37474,96,2,item_template.sql,Classic
25530,44327,96,2,item_template.sql,Classic
25540,40130,94,3,item_template.sql,Classic
25556,37490,102,2,item_template.sql,TBC
25559,37493,79,2,item_template.sql,Classic
25574,23711,105,2,item_template.sql,TBC
25580,37508,105,2,item_template.sql,TBC
25582,37511,105,2,item_template.sql,TBC
25589,37533,105,2,item_template.sql,TBC
25591,37534,105,2,item_template.sql,TBC
25595,37537,105,2,item_template.sql,TBC
25597,37542,90,2,item_template.sql,Classic
25599,37544,90,2,item_template.sql,Classic
25619,37549,96,2,item_template.sql,Classic
25628,37552,102,2,item_template.sql,TBC
25634,3026,105,2,item_template.sql,TBC
25636,37556,105,2,item_template.sql,TBC
25640,44594,103,3,item_template.sql,TBC
25657,38981,108,2,item_template.sql,TBC
25661,38988,93,2,item_template.sql,TBC
25667,40160,79,3,item_template.sql,TBC
25668,41553,99,2,item_template.sql,TBC
25669,15684,84,2,item_template.sql,Classic
25670,41551,96,2,item_template.sql,TBC
25681,37619,112,3,item_template.sql,TBC
25683,37618,112,3,item_template.sql,TBC
25685,38992,106,3,item_template.sql,TBC
25687,38991,112,3,item_template.sql,TBC
25696,37775,114,3,item_template.sql,TBC
25697,37647,114,3,item_template.sql,TBC
25761,39296,103,3,item_template.sql,TBC
25764,40169,103,3,item_template.sql,TBC
25772,39359,100,3,item_template.sql,Classic
25774,39357,100,3,item_template.sql,Classic
25779,41951,105,2,item_template.sql,TBC
25780,52783,105,2,item_template.sql,TBC
25793,37798,114,2,item_template.sql,TBC
25797,37801,114,2,item_template.sql,TBC
25819,39288,103,3,item_template.sql,TBC
25822,39286,103,3,item_template.sql,TBC
25919,38098,93,2,item_template.sql,Classic
25923,27106,99,2,item_template.sql,Classic
25927,38101,99,2,item_template.sql,Classic
25942,43146,97,3,item_template.sql,TBC
25946,43173,97,3,item_template.sql,TBC
25947,43162,97,3,item_template.sql,TBC
25954,38560,97,3,item_template.sql,TBC
25955,45175,97,3,item_template.sql,TBC
25956,43141,97,3,item_template.sql,TBC
25957,43192,97,3,item_template.sql,TBC
25962,33534,97,3,item_template.sql,TBC
25965,44372,96,2,item_template.sql,Classic
25977,45179,96,2,item_template.sql,Classic
25985,42613,93,2,item_template.sql,Classic
25994,38129,87,2,item_template.sql,Classic
25995,38127,87,2,item_template.sql,Classic
25996,38130,87,2,item_template.sql,Classic
26004,16551,11,2,item_template.sql,Classic
26005,38266,16,2,item_template.sql,Classic
26010,16821,14,2,item_template.sql,Classic
26018,19029,11,2,item_template.sql,Classic
26019,38267,16,2,item_template.sql,Classic
26020,19030,12,2,item_template.sql,Classic
26021,7834,17,2,item_template.sql,Classic
26022,41379,13,2,item_template.sql,Classic
26028,25864,13,2,item_template.sql,Classic
26029,16566,18,2,item_template.sql,Classic
26030,38268,16,2,item_template.sql,Classic
26039,6864,15,2,item_template.sql,Classic
26051,5226,11,2,item_template.sql,Classic
26055,32335,100,3,item_template.sql,TBC
26173,16701,81,2,item_template.sql,Classic
26174,16706,81,2,item_template.sql,Classic
26175,9894,81,2,item_template.sql,Classic
26180,18422,84,2,item_template.sql,Classic
26235,16702,105,2,item_template.sql,TBC
26324,18422,96,2,item_template.sql,TBC
26368,16704,114,2,item_template.sql,TBC
27399,38258,12,2,item_template.sql,Classic
27401,38260,12,2,item_template.sql,Classic
27402,22929,17,2,item_template.sql,Classic
27403,39743,12,2,item_template.sql,Classic
27404,28218,17,2,item_template.sql,Classic
27408,44873,100,3,item_template.sql,TBC
27409,43180,100,3,item_template.sql,TBC
27410,43184,100,3,item_template.sql,TBC
27417,43181,103,3,item_template.sql,TBC
27418,43193,103,3,item_template.sql,TBC
27420,43147,103,3,item_template.sql,TBC
27423,38794,103,3,item_template.sql,TBC
27424,38797,103,3,item_template.sql,TBC
27426,43204,103,3,item_template.sql,TBC
27428,43164,103,3,item_template.sql,TBC
27430,43206,103,3,item_template.sql,TBC
27431,43207,103,3,item_template.sql,TBC
27433,43186,103,3,item_template.sql,TBC
27434,43209,103,3,item_template.sql,TBC
27447,42865,115,3,item_template.sql,TBC
27450,43008,115,3,item_template.sql,TBC
27451,43084,115,3,item_template.sql,TBC
27456,42953,115,3,item_template.sql,TBC
27460,40034,115,3,item_template.sql,TBC
27463,41881,115,3,item_template.sql,TBC
27467,43017,115,3,item_template.sql,TBC
27468,42452,115,3,item_template.sql,TBC
27475,40830,115,3,item_template.sql,TBC
27494,42885,115,3,item_template.sql,TBC
27495,43085,115,3,item_template.sql,TBC
27506,42997,115,3,item_template.sql,TBC
27507,41423,115,3,item_template.sql,TBC
27518,39645,112,3,item_template.sql,TBC
27519,43086,112,3,item_template.sql,TBC
27521,43009,115,3,item_template.sql,TBC
27525,43087,112,3,item_template.sql,TBC
27526,40908,112,3,item_template.sql,TBC
27528,43052,115,3,item_template.sql,TBC
27536,42576,115,3,item_template.sql,TBC
27537,42446,115,3,item_template.sql,TBC
27542,42999,115,3,item_template.sql,TBC
27544,39639,115,3,item_template.sql,TBC
27545,43018,115,3,item_template.sql,TBC
27546,40035,115,3,item_template.sql,TBC
27548,42862,115,3,item_template.sql,TBC
27550,43089,115,3,item_template.sql,TBC
27551,40036,115,3,item_template.sql,TBC
27639,38286,100,3,item_template.sql,TBC
27640,38263,16,2,item_template.sql,Classic
27641,38264,16,2,item_template.sql,Classic
27652,38279,100,3,item_template.sql,TBC
27653,38285,100,3,item_template.sql,TBC
27672,42833,115,3,item_template.sql,TBC
27713,43044,115,3,item_template.sql,TBC
27715,42217,90,2,item_template.sql,Classic
27725,44422,93,2,item_template.sql,Classic
27739,42351,115,3,item_template.sql,TBC
27742,43026,115,3,item_template.sql,TBC
27744,39640,115,3,item_template.sql,TBC
27745,42886,115,3,item_template.sql,TBC
27765,42948,115,3,item_template.sql,TBC
27766,40038,115,3,item_template.sql,TBC
27768,42977,115,3,item_template.sql,TBC
27770,43092,115,3,item_template.sql,TBC
27773,43010,115,3,item_template.sql,TBC
27776,42414,115,3,item_template.sql,TBC
27779,32087,115,3,item_template.sql,TBC
27783,42967,112,3,item_template.sql,TBC
27789,43093,112,3,item_template.sql,TBC
27790,42860,112,3,item_template.sql,TBC
27792,40040,112,3,item_template.sql,TBC
27794,41431,112,3,item_template.sql,TBC
27795,42897,115,3,item_template.sql,TBC
27799,42898,115,3,item_template.sql,TBC
27801,42583,115,3,item_template.sql,TBC
27803,42360,115,3,item_template.sql,TBC
27804,43094,115,3,item_template.sql,TBC
27813,42835,115,3,item_template.sql,TBC
27817,39230,115,3,item_template.sql,TBC
27822,40044,115,3,item_template.sql,TBC
27825,43020,115,3,item_template.sql,TBC
27827,42956,115,3,item_template.sql,TBC
27828,40045,115,3,item_template.sql,TBC
27829,41776,115,3,item_template.sql,TBC
27831,42949,115,3,item_template.sql,TBC
27838,42369,115,3,item_template.sql,TBC
27840,41777,115,3,item_template.sql,TBC
27842,40359,115,3,item_template.sql,TBC
27845,42915,115,3,item_template.sql,TBC
27847,42836,115,3,item_template.sql,TBC
27871,40047,115,3,item_template.sql,TBC
27875,42578,115,3,item_template.sql,TBC
27877,40371,115,3,item_template.sql,TBC
27878,43096,115,3,item_template.sql,TBC
27885,41671,112,3,item_template.sql,TBC
27886,40048,112,3,item_template.sql,TBC
27888,42889,112,3,item_template.sql,TBC
27891,40049,112,3,item_template.sql,TBC
27893,42871,112,3,item_template.sql,TBC
27897,42863,112,3,item_template.sql,TBC
27899,41787,115,3,item_template.sql,TBC
27900,40051,112,3,item_template.sql,TBC
27902,42982,115,3,item_template.sql,TBC
27907,43076,115,3,item_template.sql,TBC
27909,42572,115,3,item_template.sql,TBC
27914,42972,112,3,item_template.sql,TBC
27919,43003,112,3,item_template.sql,TBC
27920,38571,91,3,item_template.sql,TBC
27921,38572,91,3,item_template.sql,TBC
27922,31603,91,3,item_template.sql,TBC
27926,38556,91,3,item_template.sql,TBC
27936,43055,115,3,item_template.sql,TBC
27946,43099,115,3,item_template.sql,TBC
27979,31603,10,1,item_template.sql,Classic
27985,43042,115,3,item_template.sql,TBC
27986,39958,115,3,item_template.sql,TBC
27988,43100,112,3,item_template.sql,TBC
27992,32073,5,1,item_template.sql,Classic
27994,42900,112,3,item_template.sql,TBC
28026,44599,96,2,item_template.sql,Classic
28027,39689,96,2,item_template.sql,Classic
28030,39271,97,3,item_template.sql,Classic
28034,43101,112,3,item_template.sql,TBC
28043,36755,90,2,item_template.sql,Classic
28044,38674,90,2,item_template.sql,Classic
28055,38359,85,3,item_template.sql,Classic
28108,15853,97,3,item_template.sql,Classic
28134,43423,112,3,item_template.sql,TBC
28144,20476,12,2,item_template.sql,Classic
28146,16918,10,2,item_template.sql,Classic
28147,28045,10,2,item_template.sql,Classic
28148,22685,10,2,item_template.sql,Classic
28149,7560,11,2,item_template.sql,Classic
28150,15248,13,2,item_template.sql,Classic
28156,28056,17,2,item_template.sql,Classic
28159,28046,17,2,item_template.sql,Classic
28168,39210,103,3,item_template.sql,TBC
28173,39666,103,3,item_template.sql,TBC
28185,42980,112,3,item_template.sql,TBC
28186,43011,112,3,item_template.sql,TBC
28188,37290,115,3,item_template.sql,TBC
28190,43103,115,3,item_template.sql,TBC
28191,43075,115,3,item_template.sql,TBC
28192,43057,115,3,item_template.sql,TBC
28194,42939,115,3,item_template.sql,TBC
28202,42456,115,3,item_template.sql,TBC
28203,42352,115,3,item_template.sql,TBC
28206,44609,115,3,item_template.sql,TBC
28211,43104,115,3,item_template.sql,TBC
28217,43105,115,3,item_template.sql,TBC
28219,42892,115,3,item_template.sql,TBC
28220,64903,115,3,item_template.sql,TBC
28221,42864,115,3,item_template.sql,TBC
28225,43040,115,3,item_template.sql,TBC
28228,42579,115,3,item_template.sql,TBC
28229,42367,115,3,item_template.sql,TBC
28232,42449,115,3,item_template.sql,TBC
28249,43110,115,3,item_template.sql,TBC
28252,43029,115,3,item_template.sql,TBC
28255,42974,115,3,item_template.sql,TBC
28262,42838,115,3,item_template.sql,TBC
28265,41448,115,3,item_template.sql,TBC
28266,42919,115,3,item_template.sql,TBC
28269,41396,115,3,item_template.sql,TBC
28293,42069,115,3,item_template.sql,TBC
28296,39650,115,3,item_template.sql,TBC
28299,41558,123,4,item_template.sql,TBC
28303,28682,21,2,item_template.sql,Classic
28304,43005,115,3,item_template.sql,TBC
28320,46606,123,4,item_template.sql,TBC
28321,33808,115,3,item_template.sql,TBC
28337,42873,115,3,item_template.sql,TBC
28338,42904,115,3,item_template.sql,TBC
28339,43071,115,3,item_template.sql,TBC
28340,42964,115,3,item_template.sql,TBC
28347,43114,115,3,item_template.sql,TBC
28350,42362,115,3,item_template.sql,TBC
28367,41789,115,3,item_template.sql,TBC
28371,43115,115,3,item_template.sql,TBC
28373,23119,115,3,item_template.sql,TBC
28386,44799,115,3,item_template.sql,TBC
28396,42952,115,3,item_template.sql,TBC
28401,43054,115,3,item_template.sql,TBC
28406,43082,115,3,item_template.sql,TBC
28418,43122,115,3,item_template.sql,TBC
28422,41480,123,4,item_template.sql,TBC
28428,39570,107,4,item_template.sql,TBC
28442,39584,136,4,item_template.sql,TBC
28477,40489,115,4,item_template.sql,TBC
28491,39368,94,3,item_template.sql,TBC
28493,39706,94,3,item_template.sql,TBC
28494,39709,94,3,item_template.sql,TBC
28496,39701,99,2,item_template.sql,TBC
28497,39705,99,2,item_template.sql,TBC
28498,39708,99,2,item_template.sql,TBC
28579,39888,115,4,item_template.sql,TBC
28601,43463,115,4,item_template.sql,TBC
28649,33728,115,4,item_template.sql,TBC
28672,43488,115,4,item_template.sql,TBC
28759,37311,100,3,item_template.sql,TBC
28772,40859,125,4,item_template.sql,TBC
28774,40366,125,4,item_template.sql,TBC
28814,39034,115,3,item_template.sql,TBC
28815,39035,115,3,item_template.sql,TBC
28819,41223,115,3,item_template.sql,TBC
28820,37312,115,3,item_template.sql,TBC
28822,43535,125,4,item_template.sql,TBC
28828,43542,125,4,item_template.sql,TBC
28832,41248,115,3,item_template.sql,TBC
28834,41249,115,3,item_template.sql,TBC
28853,37300,115,3,item_template.sql,TBC
28854,37301,115,3,item_template.sql,TBC
28855,37302,115,3,item_template.sql,TBC
28858,37310,115,3,item_template.sql,TBC
28864,41231,115,3,item_template.sql,TBC
28865,41232,115,3,item_template.sql,TBC
28919,40981,115,3,item_template.sql,TBC
28931,42077,115,3,item_template.sql,TBC
28945,42083,115,3,item_template.sql,TBC
28946,40960,115,3,item_template.sql,TBC
28950,42080,115,3,item_template.sql,TBC
28959,42091,115,3,item_template.sql,TBC
29086,46214,120,4,item_template.sql,TBC
